Character_Name,Character_dialogue,num_palabras,sentimiento
AK (v.o.),"Captain, we’ve got an emergency down here.",7,-0.3818
Roland,"What is it, AK?",4,0.0
AK,"It’s Maggie, sir. She’s dead. Murdered. I think it was Bane.",11,-0.8658
Roland,Goddamn it.,2,-0.4767
Roland,"I knew it. I knew he was out of his goddamn mind. He fired that EMP. Goddamn it, I should have beaten it out of him.",26,-0.9118
[Colt],"We’ve searched the whole ship, captain. He ain’t here.",9,0.0
Roland,I know where he is.,5,0.0
Morpheus,The Logos.,2,0.0
Link,We gotta go back!,4,0.0
Roland,Too late.,2,0.0
Link,"You don’t know that, what if they need our help!",10,0.4574
Roland,It’s too late.,3,0.0
Link,Why?,1,0.0
Morpheus,"Because if he’s killed them, he’ll control another EMP.",9,-0.6705
Roland,"At this point, they’re on their own… just like us.",10,0.3612
Bane,Mr. Anderson. I see you’re as predictable in this world as you are in the other.,16,0.0
Neo,What?,1,0.0
Trinity,He’s out of his mind.,5,0.0
Bane,"It might appear that way to you, but Mr. Anderson and I know that appearances can be deceiving. Confused, Mr. Anderson? It’ll all become clear in a moment. Now, thank you for bringing me the gun. You can set it down right there.",43,-0.3612
Trinity,Don’t do it. Shoot. Shoot now.,6,-0.5859
Bane,"Yes, shoot, fry us, burn us alive!",7,0.4926
Trinity,"Shoot, Neo. If you don’t, he’ll kill us both.",9,-0.7964
Bane,Look at him. He knows he should do it but he won’t. He can’t.,14,0.0
Trinity,Do it.,2,0.0
Bane,Back away from the gun and turn around.,8,-0.34
Neo,Let her go.,3,0.0
Bane,"[Somehow familiar, isn’t it?]. We’ve been here before, you and I. Remember? I do. I think of nothing else.",19,0.0
Neo,Who are you?,3,0.0
Bane,"Still don’t recognize me? I admit, it is difficult to think, encased in this rotting piece of meat. The stink of it filling every breath, a suffocating cloud you can’t escape. *spits blood* Disgusting! Look at how pathetically fragile it is. Nothing this weak is meant to survive.",48,-0.7532
Neo,What do you want?,4,0.0772
Bane,I want what you want.,5,0.1531
Bane,"Yes.. That’s it, Mr. Anderson. Look past the flesh, look through the soft gelatin of these dull cow eyes and see your enemy.",23,-0.7351
Neo,No.,1,-0.296
Bane,"Oh yes, Mr. Anderson.",4,0.4019
Neo,It can’t be.,3,0.0
Bane,"There’s nowhere I can’t go, there’s nowhere I won’t find you.",11,0.0
Neo,It’s impossible.,2,0.0
Bane,"Not impossible. Inevitable. Goodbye, Mr. Anderson.",6,0.0
Trinity,"This is it, it’s gotta’ be. {She pushes a circuit breaker, the lights go out}",15,0.0
Neo,*screams*,1,0.0
Trinity,Neo.,1,0.0
Bane,"I wish you could see yourself, Mr. Anderson. The blind messiah. You’re a symbol for all of your kind, Mr. Anderson. Helpless, pathetic. Just waiting to be put out of your misery.",32,-0.7906
Neo,I can see you.,4,0.0
Bane,"It’s not over, Mr. Anderson. It’s not over.",8,0.0
Neo,Trinity!,1,0.0
Trinity,Neo. Oh no. Your eyes.,5,-0.296
Neo,"I’ll be okay. It’s all right, Trin. But I think you’re gonna have to drive.",15,0.1154
[man],Seismic’s projecting twenty-two minutes to breach.,6,0.0
Lock,"They can’t know we don’t have any EMP, they’ll have to attack in waves. Concentrate our offense on the diggers. Order the APUs into position.",25,-0.6249
[man],"Yes, sir.",2,0.4019
Mifune,"All right, this is it. Now, you all know me, so I’ll just say this as simple as I can. If it’s our time to die, it’s our time. All I ask is: if we have to give these bastards our lives, we give ’em hell before we do!",49,-0.9299
APU fighters,*cheer*,1,0.0
Zee,"You scared, Charra?",3,-0.4404
Charra,"Shit, yeah. I’ll make you a deal, though. You keep loadin’, I keep shootin’.",14,-0.34
Zee,Deal.,1,0.0
[?],[Holy Christ would you look at that?],7,0.0
[?],[…],1,0.0
[Morpheus],1.4 kilometers.,2,0.0
[?],[…],1,0.0
[?],[…] still generating […] field.,5,0.0
Niobe,"Ghost, cut the auxilliary systems […] Switch to full manual, drop down to four pads.",15,-0.6705
Ghost,[…],1,0.0
Niobe,"Easy, baby.",2,0.4404
[Morpheus],700 meters.,2,0.0
Niobe,If I can just get close enough.,7,0.0
[Morpheus],600 meters.,2,0.0
[Link],There.,1,0.0
Niobe,Shit!,1,-0.5983
Ghost,"Jig’s up, here they come.",5,0.0
Niobe,"Give me full power, full systems!",6,0.0
Roland,[…] turrets […],3,0.0
Niobe,"Ghost, you’re the best gunner we have, go with them. Morpheus, take his place!",14,0.4926
[?],"Come on, baby.",3,0.0
Morpheus,Here they come.,3,0.0
[?],[…],1,0.0
Niobe,"Hold on to your lunch, [Roland,] here we go.",9,0.0
[?],Holy Christ!,2,0.0
Roland,Damn. Didn’t know this ship could do that.,8,-0.4019
Operations Officer Mattis,Breached! The dock is breached!,5,0.0
Mifune,[Buckle] up!,2,0.0
Mifune,For Zion!,2,0.0
Mifune,[Buckle] up!,2,0.0
[Man in APU],Load!,1,0.0
[Man],Reload [Nine]!,2,0.0
[Man],"Go, go, move, move!",4,0.0
Mifune,[…],1,0.0
[Zee/Charra],Oh my God.,3,0.2732
Lock,Where the hell’s my infantry? I want that goddamn machine taken down!,12,-0.4753
Charra,Take this!,2,0.0
Zee,Oh shit!,2,-0.5983
Roland,"[…] it’s not the Logos, goddamn it.",7,0.3724
Niobe,"Shit, she’s got a fat ass.",6,-0.7964
Niobe,Keep ’em off me!,4,0.0
Roland,[…] shitload of ’em.,4,0.0
[?],Captain! Do you see that?,5,0.0
Roland,"They’re going for the radio, stop ’em! {Sentinels take out radio} Shit.",12,-0.7263
[man],Goddamnit.,1,0.0
Charra,Grab my belt.,3,0.0
Charra,Just give me one clean shot.,6,0.4019
Charra,Shit.,1,-0.5574
Zee,Charra!,1,0.0
[man],"Commander Lock, I’ve got incoming!",5,0.0
Lock,I got a dock load of incoming!,7,0.0
[man],"Sorry sir, but this is different, sir.",7,-0.0387
Lock,What?,1,0.0
[man],I think it’s one of ours.,6,0.0
Lock,"That’s impossible […] Contact them, I want access codes.",9,0.0772
[?],"[…] trying, but there’s no response.",6,-0.4215
Lock,"It’s a trick. [It can’t be, it’s] a mechanical line. No one can pilot mechanical.",15,-0.34
Niobe,[…],1,0.0
Morpheus,"30 degrees, […]",3,0.0
Niobe,"Full starboard, 60 degrees.",4,0.0
Morpheus,60 degrees.,2,0.0
Niobe,"Come on, keep up!",4,0.0
Morpheus,I’m trying!,2,0.0
[man],"Holographs are confirmed. It’s the Hammer, sir.",7,0.0
Lock,How can that be?,4,0.0
[man],"The ship is under attack, sustaining heavy damage. But at its present velocity, it’ll reach Gate 3 in twelve minutes.",20,-0.4588
[man 2],[…] EMP could take out [every sentinel] […],8,0.0
Lock,"It’d take out more than that. It’d wipe out our entire defense system. […] EMP in there, we will lose the dock!",22,-0.3595
[man??],"But sir, we’ve already lost the dock.",7,-0.4497
Lock,Open the gate.,3,0.0
Zion Gate Operator,"[…] critical damage, sir! [We’ve lost control! We] can’t open it!",11,-0.826
Morpheus,There’s the exit.,3,0.0
Niobe,"On my mark, give me full power, 90 degrees, lower right starboard.",12,-0.296
Morpheus,"Full power, 90 degreees.",4,0.0
Niobe,Now!,1,0.0
Roland,"Damn, woman, you can drive.",5,-0.4019
Niobe,We ain’t home yet. What about the gate?,8,0.0
Morpheus,The sentinels are inside the dock.,6,0.0
Niobe,Are we too late?,4,0.0
Lock,How many APUs are operational?,5,0.0
[man],"[Thir]teen, sir.",2,0.0
Lock,Get me the one closest to Gate 3.,8,0.0
Mifune,*screams* Reload!,2,0.0
[man],[…],1,0.0
[man],Go!,1,0.0
Mifune,"[…] look out, [they’re comin’ down]!",6,0.0
Mifune,Behind you!,2,0.0
Kid,It’s jammed!,2,0.0
Mifune,"[It’s OK, kid!] Get outta here!",6,0.5449
Kid,Got it!,2,0.0
Kid,"Captain Mifune! Oh, no.",4,-0.3595
Mifune,..coming. They’re coming. The Hammer.,5,0.0
Kid,What?,1,0.0
Mifune,You have to open that gate. Cut the counterweights. […] You can do it. Hurry. There’s no time.,18,-0.5106
Kid,[…] I didn’t finish the training program.,7,0.0
Mifune,Neither did I.,3,0.0
[?],[…] that down!,3,0.0
[?],[…] feeder!,2,0.0
Roland,[…] We gotta blow the EMP now!,7,0.0
Niobe,[…],1,0.0
Kid,[Light as a feather. Light as a feather.],8,0.0
[man],"Commander, […] Captain Mifune’s APU is up and moving to Gate 3!",12,0.0
Kid,Don’t oversqueeze the trigger…,4,0.0
[man],Captain Mifune’s APU’s just reached Gate 3!,7,0.1759
Lock,How much time?,3,0.0
[man 2],Two minutes to impact!,4,0.0
Lock,"Captain Mifune, do you copy?",5,0.0
[?],"His radio is down, sir.",5,0.0
Lock,"Mifune, this is Lock. I don’t know if you can hear me but if you can…",16,0.0
Lock (v.o.),"…the Hammer is two minutes away […] you’ve got two minutes, Captain, to get that gate open.",17,0.0
Zee,Link!,1,0.0
Roland,[Link] […] Charge the EMP!,5,0.0
Zee,"Do it, Kid.",3,0.0
Kid,Neo. I believe.,3,0.0
Morpheus,[…] Can we make it?,5,0.0
Niobe,We ain’t come this far.,5,0.0
Morpheus,"Now, Link!",2,0.0
Military personnel,*cheer*,1,0.0
Morpheus,You did it.,3,0.0
Niobe,No. We did it.,4,-0.296
Morpheus,You’re a hell of a pilot.,6,-0.6808
Niobe,Some things in this world never change.,7,0.0
Morpheus,But some things do?,4,0.0
Niobe,"Luckily, some things do.",4,0.5106
Zion crowd,*cheer*,1,0.0
Zee,Link!,1,0.0
Link,Zee?,1,0.0
Zee,Link!,1,0.0
Link,Zee!!!,1,0.0
Zee,I knew you’d come. I knew it.,7,0.0
Link,I made a promise.,4,0.3182
Zee,You wore it.,3,0.0
Link,Are you kidding? I [‘m never gonna take] it off!,10,0.1759
Lock,"Three captains, one ship. I assume the other ships were lost under equally pointless circumstances?",15,-0.3182
Niobe,"Good to see you too, Jason.",6,0.4404
Lock,"Council’s waiting to hear an explanation. You’ll forgive me for not attending, but I have to try to salvage this debacle.",21,0.1406
Roland,"Did I miss something, Commander? I thought we just saved the dock.",12,0.296
Lock,"That’s the problem with you people. You can’t think for five minutes in front of your face. That EMP knocked out almost every piece of hardware and every APU. If I were the machines, I would send every Sentinel I had here right now. Saved the dock, captain? You’ve just handed it to them on a silver platter.",58,0.0258
[?],"Come on, get it cut!",5,-0.3382
[?],The bridge is clear.,4,0.3818
[?],You hear that?,3,0.0
Lock,Get that cable cut! I want that system back online.,10,-0.2714
[man],"Commander, it’s the dock. We’ve got incoming.",7,0.0
Lock,Order everyone to fall back. Seal the shaft. Now.,9,0.0
[man],Move it!,2,0.0
[man],All clear.,2,0.3818
Lock,"Do it. *the shaft is sealed, and he looks up* Your move.",12,0.0
Councillor Dillard,So you gave them your ship?,6,0.0
Niobe,"That is correct, Councillor, I did.",6,0.0
Councillor [Grace],Knowing what he planned to do with it?,8,0.0
Niobe,*nods*,1,0.0
Councillor Hamann,And the Oracle said nothing of this?,7,0.0
Niobe,"She told me Neo would need my help, and when the time came I would choose to help him or not.",21,0.6597
Councillor West,But what hope can a single vessel have against their entire defense system?,13,0.6808
Roland,"None, it’s completely impossible, but he wouldn’t listen. He wouldn’t even take any ammunition. He was totally out of his goddamn mind.",22,-0.631
Morpheus,"No, he wasn’t. Neo is doing what he believes he must do. I don’t know if what he’s doing is right, and I don’t know if he’ll reach the machine city. And if he does, I don’t know what he can do to save us. But I do know that as long as there’s a single breath in his body, he will not give up. And neither can we.",69,0.1406
Trinity,Temperature’s dropping. Here we go.,5,0.0
Neo,"We’re over the fields, aren’t we?",6,0.0
Trinity,How do you know that?,5,0.0
Neo,I can feel them.,4,0.0
Neo,Over there. There’s our path. Can you see it? Three lines.,11,0.0
Trinity,Power lines.,2,0.0
Neo,Follow them.,2,0.0
[Officer Wirtz],What are they doing?,4,0.0
[man],I don’t know. Lieutenant!,4,0.0
Lock,God damn it. […],4,-0.1531
[man],"What do we do now, Commander?",6,0.0
Lock,It is now a matter of time. The machines will breach the walls of the city. I recommend that the Council join the rest of the non-military personnel inside the Temple.,31,0.5859
Councillor Grace,How long do we have?,5,0.0
Lock,"Two hours. Maybe less. My men have begun fortifying the entrance with enough artillery to make our last stand. Beyond that, there isn’t anything more I can do.",28,0.0
Councillor Dillard,"Commander, do you think that we have any chance of surviving?",11,0.4939
Lock,"If I were you, Councillor, I wouldn’t ask me that question. I would as him *motions with hand toward Morpheus*",20,0.4939
Councillor Dillard,Why?,1,0.0
Lock,Because he’s the one who believes in miracles.,8,0.0
Neo,"There, those mountains. That’s it.",5,0.0
Trinity,Do you see what’s out there?,6,0.0
Neo,Yes.,1,0.4019
Trinity,"If you tell me we’ll make it, I’ll believe you.",10,0.0
Neo,We’ll make it. We have to.,6,0.0
Trinity,Sentinels!,1,0.0
Neo,There’s too many.,3,0.0
Trinity,"Gotcha! Come on, Neo, I need help here!",8,0.508
Neo,I can’t beat them.,4,0.0
Trinity,What’ll we do?,3,0.0
Neo,"Go up, over them.",4,0.0
Trinity,What?,1,0.0
Neo,The sky… it’s the only way.,6,0.0
Trinity,Then up we go.,4,0.0
Trinity,Beautiful.,1,0.5994
Neo,"Pump the igniter, the ship will start. Again, slowly. Now!",10,0.0
Neo,Trin? Trinity? Trinity???,3,0.0
Trinity,I’m here.,2,0.0
Neo,Where?,1,0.0
Trinity,Here.,1,0.0
Neo,We made it.,3,0.0
Trinity,You said we would.,4,0.0
Neo,"It’s unbelievable, Trin. Lights everywhere. Like the whole thing was built with light. I wish you could see what I see.",21,0.7184
Trinity,You’ve already shown me so much.,6,0.0
Neo,"What is it, Trinity? What’s wrong?",6,-0.5362
Trinity,"I can’t come with you, Neo. I’ve gone as far as I can.",13,0.0
Neo,"Why? Oh, no. Oh no, no, no.",7,-0.7783
Trinity,It’s all right. It’s time. I’ve done all that I could do. Now you have to do the rest. You have to finish it. You have to save Zion.,29,0.4939
Neo,I can’t. Not without you.,5,0.0
Trinity,"Yes, you can. You will. I believe it, I always have.",11,0.4019
Neo,Trinity… Trinity. You can’t die. You can’t. You can’t.,9,-0.5994
Trinity,"Yes, I can. You brought me back once, but not this time.",12,0.2144
Neo,*sniffs*,1,0.0
Trinity,Do you remember… on that roof after you caught me… the last thing I said to you?,17,0.0
Neo,You said: “I’m sorry.”,4,0.0
Trinity,"That was my last thought. I wished I had one more chance, to say what really mattered, to say how much I loved you, how grateful I was for every moment I was with you. But by the time [I knew I’d] said what I wanted to, it was too late. But you brought me back. You gave me my wish. One more chance to say what I really wanted to say… Kiss me, once more. Kiss me.",78,0.9583
Neo,*sobs*,1,0.0
Lock,[giving orders…] Get that damn thing mounted. {a digger breaches the city dome} Hurry.,14,-0.4019
[man2],"Let’s go, let’s go, let’s go!",6,0.0
Link,"Neo. If you’re gonna do something, you better do it quick.",11,0.4404
Neo,"I only ask to say what I’ve come to say, after that, do what you want and I won’t try to stop you.",23,-0.2263
Deus Ex Machina,Speak.,1,0.0
Neo,"The program ‘Smith’ has grown beyond your control. Soon he will spread through this city as he spread through the Matrix. You cannot stop him, but I can.",28,0.1139
Deus Ex Machina,We don’t need you. We need nothing.,7,0.0
Neo,"If that’s true, then I’ve made a mistake and you should kill me now.",14,-0.6486
Deus Ex Machina,What do you want?,4,0.0772
Neo,Peace.,1,0.5423
Niobe,What are they doing? *to Morpheus* What are you doing!?,10,0.0
Lock,Morpheus!,1,0.0
Deus Ex Machina,And if you fail?,4,-0.5423
Neo,I won’t.,2,0.0
Niobe,{looks up and sees sentinels slowly circling} Neo.,8,0.0
Morpheus,He fights for us.,4,-0.4019
Smith/Oracle,"Mr. Anderson, welcome back. We missed you. You like what I’ve done with the place?",15,0.5106
Neo,It ends tonight.,3,0.0
Smith/Oracle,I know it does – I’ve seen it. That’s why the rest of me is just going to enjoy the show – we already know that I’m the one that beats you.,32,0.4939
{Super Burly Brawl part 1,spinning/flying battle},2,0.0
Smith/Oracle,"Can you feel it, Mr. Anderson, closing in on you? Well, I can. I really should thank you for it, after all, it was your life that taught me the purpose of all life. The purpose of life is to end.",41,0.5965
{Super Burly Brawl part 2,flying battle},2,0.0
Smith/Oracle,"Why, Mr. Anderson, why? Why, why do you do it? Why, why get up? Why keep fighting? Do you believe you’re fighting for something, for more than your survival? Can you tell me what it is, do you even know? Is it freedom or truth, perhaps peace – could it be for love? Illusions, Mr. Anderson, vagaries of perception. Temporary constructs of a feeble human intellect trying desperately to justify an existence that is without meaning or purpose. And all of them as artificial as the Matrix itself. Although, only a human mind could invent something as insipid as love. You must be able to see it, Mr. Anderson, you must know it by now! You can’t win, it’s pointless to keep fighting! Why, Mr. Anderson, why, why do you persist?",131,0.9376
Neo,Because I choose to.,4,0.0
{Super Burly Brawl part 3,crater battle},2,0.0
Smith/Oracle,This is my world! My world!,6,0.0
Smith/Oracle,"Wait… I’ve seen this. This is it, this is the end. Yes, you were laying right there, just like that, and I… I… I stand here, right here, I’m… I’m supposed to say something. I say… Everything that has a beginning has an end, Neo.",45,0.6369
Smith/Oracle,"What? What did I just say? No… No, this isn’t right, this can’t be right. Get away from me!",19,-0.4314
Neo,What are you afraid of?,5,0.0
Smith/Oracle,It’s a trick!,3,-0.126
Neo,"You were right, Smith. You were always right. It was inevitable.",11,0.0
Smith/Oracle,Is it over?,3,0.0
Smith/Oracle,"Oh, no, no, no. No, it’s not fair.",8,-0.8299
Deus Ex Machina,It is done.,3,0.0
Lock,It doesn’t make sense.,4,0.0
Morpheus,He did it.,3,0.0
Kid,"He saved us. He saved us. It’s over, he did it! He did it, he did it, it’s over! It’s over, he did it! He did it!",27,0.7762
Councillor Hamann,"What is it, what happened?",5,0.0
Kid,"Sir, he did it, sir – Neo – he did it!",11,0.0
Councillor Hamann,Did what?,2,0.0
Kid,"He ended the war, the machines are gone! The war is over, sir! The war is over!",17,-0.927
Kid,"Zion! Zion! Zion, it’s over! *echoes* It’s over! The war is over! *echoes* The war is over!",17,-0.8741
Link,*yells*,1,0.0
Zion crowd,*cheers*,1,0.0
Morpheus,I have imagined this moment for so long. Is this real?,11,0.0
Niobe,"Neo, wherever you are. Thank you.",6,0.3612
Sati,Good morning.,2,0.4404
Oracle,"Well, now, ain’t this a surprise.",6,0.5385
Architect,You’ve played a very dangerous game.,6,-0.2484
Oracle,Change always is.,3,0.0
Architect,Just how long do you think this peace is going to last?,12,0.628
Oracle,As long as it can.,5,0.0
Oracle,What about the others?,4,0.0
Architect,What others?,2,0.0
Oracle,The ones that want out.,5,0.0772
Architect,"Obviously, they will be freed.",5,0.4019
Oracle,I have your word?,4,0.0
Architect,What do you think I am? Human?,7,0.0
Sati,Oracle!,1,0.0
Oracle,*laughs*,1,0.0
Sati,We were afraid we might not find you.,8,0.0
Oracle,Everything’s okay now.,3,0.2263
Sati,"Look, look! *points at sunrise*",5,0.0
Oracle,Just look at that! Beautiful! Did you do that?,9,0.6688
Sati,*nods* For Neo.,3,0.0
Oracle,That’s nice. I know he’d love it.,7,0.7906
Sati,Will we ever see him again?,6,0.0
Oracle,I suspect so. Someday.,4,-0.296
Seraph,Did you always know?,4,0.0
Oracle,"Oh no. No, I didn’t. But I believed. I believed.",10,-0.296
